Name,BSE Code,NSE Code,ISIN Code,Sector,Industry Group,Industry
Amkay Products,544169,,INE0QSB01016,Healthcare / Pharma,Healthcare Equipment & Supplies,Medical Equipment & Supplies
Ampvolts,535719,,INE989J01017,Power & Utilities,Power,Power Distribution
Amrapali Inds.,526241,,INE762C01021,Industrials,Commercial Services & Supplies,Trading & Distributors
Amraworld Agrico,531991,,INE735C01027,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Amrutanjan Healt,590006,AMRUTANJAN,INE098F01031,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Amwill Health,544353,,INE0U2L01017,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Anand Rathi Shar,544530,ARSSBL,INE549H01021,Financial Services,Capital Markets,Stockbroking & Allied
Anand Rathi Wea.,543415,ANANDRATHI,INE463V01026,Financial Services,Capital Markets,Financial Products Distributor
Anand Rayons,542721,,INE02GA01012,Consumer Durables & Retail,Textiles & Apparels,Trading - Textile Products
Anant Raj,515055,ANANTRAJ,INE242C01024,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Anantam Highways,544579,ANANTAM,INE1UA823019,Construction & Infrastructure,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
ANB Metal,,AMCL,INE0VG001016,Industrials,Industrial Products,"Aluminium, Copper & Zinc Products"
Andhra Cements,532141,ACL,INE666E01020,Construction & Infrastructure,Cement & Cement Products,Cement & Cement Products
Andhra Paper,502330,ANDHRAPAP,INE435A01051,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Andhra Petrochem,500012,,INE714B01016,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Andhra Sugars,590062,ANDHRSUGAR,INE715B01021,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Andrew Yule & Co,526173,ANDREWYU,INE449C01025,FMCG (Consumer Staples),Agricultural Food & other Products,Tea & Coffee
ANG Lifesciences,540694,,INE236W01016,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Angel Fibers,541006,,INE339Z01011,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Angel One,543235,ANGELONE,INE732I01013,Financial Services,Capital Markets,Stockbroking & Allied
ANI Integrated,,AISL,INE635Y01015,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Anik Industries,519383,ANIKINDS,INE087B01017,Industrials,Commercial Services & Supplies,Trading & Distributors
Anirit Ventures,530705,,INE161F01011,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Anjani Finance,531878,,INE283D01018,Financial Services,Finance,Non Banking Financial Company (NBFC)
Anjani Foods,511153,,INE096I01021,FMCG / Consumer Staples,Food Products,Packaged Foods
Anjani Portland,518091,APCL,INE071F01012,Construction & Infrastructure,Cement & Cement Products,Cement & Cement Products
Anjani Synth.,531223,,INE364D01032,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Anka India,531673,,INE067C01025,Consumer Durables & Retail,Consumer Durables,Leather And Leather Products
Ankit Met.Power,532870,ANKITMETAL,INE106I01010,Metals & Mining,Ferrous Metals,Iron & Steel
Anlon Healthcare,544497,AHCL,INE0Y8W01017,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Anlon Tech,,ANLON,INE0LR101013,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Anmol India,542437,ANMOL,INE02AR01019,Energy (Oil & Gas),Consumable Fuels,Trading - Coal
Anna Infrastruct,530799,,INE336D01014,Financial Services,Finance,Non Banking Financial Company (NBFC)
Annapurna Swadi.,,ANNAPURNA,INE0MGM01017,FMCG / Consumer Staples,Food Products,Packaged Foods
Annvrridhhi Ven,538539,,INE075K01013,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Anondita Medi.,,ANONDITA,INE0VTV01012,FMCG (Consumer Staples),Personal Products,Personal Care
ANS Industries,531406,,INE234J01018,FMCG (Consumer Staples),Beverages,Other Beverages
Ansal Buildwell,523007,,INE030C01015,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Ansal Housing,507828,,INE880B01015,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Ansal Properties,500013,ANSALAPI,INE436A01026,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Antarctica,,ANTGRAPHIC,INE414B01021,Industrials,Industrial Products,Packaging
Antelopus Selan,530075,ANTELOPUS,INE818A01017,Energy (Oil & Gas),Oil,Oil Exploration & Production
Anthem Bioscienc,544449,ANTHEM,INE0CZ201020,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Biotechnology
Antony Waste han,543254,AWHCL,INE01BK01022,Power & Utilities,Other Utilities,Waste Management
Anuh Pharma,506260,ANUHPHR,INE489G01022,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Anupam Finserv,530109,,INE069B01023,Financial Services,Finance,Non Banking Financial Company (NBFC)
Anupam Rasayan,543275,ANURAS,INE930P01018,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Anuroop Packagin,542865,,INE490Z01012,Industrials,Industrial Products,Packaging
Anya Polytech &,,ANYA,INE0SI601032,Chemicals,Fertilizers & Agrochemicals,Fertilizers
Anzen IYEP Trust,543655,ANZEN,INE0MIZ23019,Power & Utilities,Power,Power - Transmission
Apar Inds.,532259,APARINDS,INE372A01015,Industrials,Electrical Equipment,Other Electrical Equipment
Apcotex Industri,523694,APCOTEXIND,INE116A01032,Industrials,Industrial Products,Rubber
Apeejay Surrend.,544111,PARKHOTELS,INE988S01028,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Apex Ecotech,,APEXECO,INE0T4V01015,Power & Utilities,Other Utilities,Water Supply & Management
Apex Frozen Food,540692,APEX,INE346W01013,FMCG / Consumer Staples,Food Products,Seafood
Apis India,506166,,INE070K01014,FMCG / Consumer Staples,Food Products,Other Food Products
APL Apollo Tubes,533758,APLAPOLLO,INE702C01027,Industrials,Industrial Products,Iron & Steel Products
Aplab,517096,,INE273A01015,Industrials,Electrical Equipment,Other Electrical Equipment
APM Industries,523537,,INE170D01025,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Apollo Finvest,512437,,INE412D01013,Financial Services,Finance,Non Banking Financial Company (NBFC)
Apollo Hospitals,508869,APOLLOHOSP,INE437A01024,Healthcare / Pharma,Healthcare Services,Hospital
Apollo Ingredie.,503639,,INE314N01028,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Apollo Micro Sys,540879,APOLLO,INE713T01028,Industrials,Aerospace & Defense,Aerospace & Defense
Apollo Pipes,531761,APOLLOPIPE,INE126J01016,Industrials,Industrial Products,Plastic Products - Industrial
Apollo Sindoori,,APOLSINHOT,INE451F01024,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Apollo Techno,544671,,INE0X4A01013,Industrials,Industrial Manufacturing,Industrial Products
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Automobile,Auto Components,Tyres & Rubber Products
Apoorva Leasing,539545,,INE217S01014,Financial Services,Finance,Other Financial Services
Aprameya Enginee,,APRAMEYA,INE0LQG01010,Healthcare / Pharma,Healthcare Equipment & Supplies,Medical Equipment & Supplies
Apt Packaging,506979,,INE046E01025,Industrials,Industrial Products,Packaging
Aptech,532475,APTECHT,INE266F01018,Consumer Durables & Retail,Other Consumer Services,Education
Aptus Pharma,544529,,INE15XJ01010,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Aptus Value Hou.,543335,APTUS,INE852O01025,Financial Services,Finance,Housing Finance Company
Aqylon Nexus,530943,AQYLON,INE416A01044,Media & Entertainment,Entertainment,TV Broadcasting & Software Production
Arabian Petrol.,,ARABIAN,INE08NJ01024,Energy (Oil & Gas),Petroleum Products,Lubricants
Aravali Sec,512344,,INE068C01015,Industrials,Commercial Services & Supplies,Trading & Distributors
ARC Finance,540135,,INE202R01026,Financial Services,Finance,Other Financial Services
ARC Insulation,,ARCIIL,INE0YDV01010,Industrials,Industrial Products,Other Industrial Products
Arcee Industries,520121,,INE276D01012,Industrials,Industrial Products,Plastic Products - Industrial
Archean Chemical,543657,ACI,INE128X01021,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Archidply Decor,543231,ADL,INE0CHO01012,Consumer Durables & Retail,Consumer Durables,Plywood Boards/ Laminates
Archidply Inds.,532994,ARCHIDPLY,INE877I01016,Consumer Durables & Retail,Consumer Durables,Plywood Boards/ Laminates
Archies,532212,ARCHIES,INE731A01020,Consumer Durables & Retail,Consumer Durables,Leisure Products
Archit Organosys,524640,,INE078I01011,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
ARCL Organics,543993,,INE372M01010,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Arex Industries,526851,,INE480H01011,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Arfin India,539151,ARFIN,INE784R01023,Metals & Mining,Non - Ferrous Metals,Aluminium
Arham Tech,,ARHAM,INE0L2Y01011,Consumer Durables & Retail,Consumer Durables,Consumer Electronics
Aries Agro,532935,ARIES,INE298I01015,Chemicals,Fertilizers & Agrochemicals,Fertilizers
Arigato Universe,530267,,INE021N01011,Industrials,Industrial Manufacturing,Industrial Products
Arih.Found.Hsg.,531381,,INE413D01011,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Arihant Academy,,ARIHANTACA,INE0NCC01015,Consumer Durables & Retail,Other Consumer Services,Education
Arihant Capital,511605,ARIHANTCAP,INE420B01036,Financial Services,Capital Markets,Stockbroking & Allied
Arihant Super.,506194,ARIHANTSUP,INE643K01018,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Arihant's Secur.,531017,,INE190D01015,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Aris Interna.,531677,,INE588E01026,Information Technology,IT - Software,Computers - Software & Consulting
Arisinfra Solu.,544419,ARIS,INE0H9P01028,Construction & Infrastructure,Other Construction Materials,Other Construction Materials
Aristo Bio-Tech,,ARISTO,INE082101010,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Aritas Vinyl,544683,,INE1D8001016,Consumer Durables & Retail,Consumer Durables,Leather And Leather Products
Arkade,544261,ARKADE,INE0QRL01017,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Arman Financial,531179,ARMANFIN,INE109C01017,Financial Services,Finance,Non Banking Financial Company (NBFC)
Arman Holdings,538556,,INE510P01018,Financial Services,Finance,Investment Company
Armour Security,,ARMOUR,INE0TZX01019,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Arnold Holdings,537069,,INE185K01036,Financial Services,Finance,Non Banking Financial Company (NBFC)
Aro Granite Inds,513729,AROGRANITE,INE210C01013,Consumer Durables & Retail,Consumer Durables,Granites & Marbles
Arrow Greentech,516064,ARROWGREEN,INE570D01018,Industrials,Industrial Products,Packaging
Arrowhead Sepera,544025,,INE0PP401015,Industrials,Industrial Manufacturing,Industrial Products
Arshiya,506074,ARSHIYA,INE968D01022,Industrials,Transport Services,Logistics Solution Provider
Art Nirman Ltd,,ARTNIRMAN,INE738V01013,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Artefact Project,531297,,INE885B01014,Industrials,Commercial Services & Supplies,Consulting Services
Artemis Electri.,542670,,INE757T01025,Industrials,Electrical Equipment,Other Electrical Equipment
Artemis Medicare,542919,ARTEMISMED,INE025R01021,Healthcare / Pharma,Healthcare Services,Hospital
Artificial Elect,526443,,INE072B01027,Information Technology,IT - Software,Software Products
Artson,522134,,INE133D01023,Industrials,Industrial Manufacturing,Industrial Products
Aruna Hotels,500016,,INE957C01019,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Arunaya Organics,,ARUNAYA,INE0TTG01017,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
Arunis Abode,526935,,INE377D01018,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Arunjyoti Bio,530881,,INE485K01022,Financial Services,Finance,Other Financial Services
Arvee Laborat.,,ARVEE,INE006Z01016,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Arvind Fashions.,542484,ARVINDFASN,INE955V01021,Consumer Durables & Retail,Retailing,Speciality Retail
Arvind Ltd,500101,ARVIND,INE034A01011,Consumer Durables & Retail,Textiles & Apparels,Garments & Apparels
Arvind Port &,,ARVINDPORT,INE0P4T01013,Industrials,Transport Services,Shipping
Arvind SmartSp.,539301,ARVSMART,INE034S01021,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Aryaman Capital,538716,,INE229R01011,Financial Services,Finance,Investment Company
Aryaman Fin.Serv,530245,,INE032E01017,Financial Services,Finance,Non Banking Financial Company (NBFC)
Aryan Share,542176,,INE016X01010,Financial Services,Finance,Other Financial Services
Aryavan Enterprise,539455,,INE360S01012,Industrials,Industrial Products,Iron & Steel Products
Asahi India Glas,515030,ASAHIINDIA,INE439A01020,Automobile,Auto Components,Auto Components & Equipments
Asahi Songwon,532853,ASAHISONG,INE228I01012,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
Asarfi Hospital,543943,,INE0DN001027,Healthcare / Pharma,Healthcare Services,Hospital
Ascensive Educa.,543443,,INE0E4I01027,Consumer Durables & Retail,Other Consumer Services,Education
Ascom Leasing &,,ASCOM,INE08KD01015,Financial Services,Finance,Non Banking Financial Company (NBFC)
Ashapura Logi.,,ASHALOG,INE0LAA01017,Industrials,Transport Services,Logistics Solution Provider
Ashapura Minech.,527001,ASHAPURMIN,INE348A01023,Metals & Mining,Minerals & Mining,Industrial Minerals
Ashapuri Gold,542579,,INE05FR01029,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Ashiana Agro Ind,519174,,INE709D01012,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
Ashiana Housing,523716,ASHIANA,INE365D01021,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Ashiana Ispat,513401,,INE587D01012,Industrials,Industrial Products,Iron & Steel Products
Ashika Credit,543766,,INE094B01013,Financial Services,Finance,Non Banking Financial Company (NBFC)
Ashima,514286,ASHIMASYN,INE440A01010,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Ashirwad Cap.,512247,,INE894A01026,Financial Services,Finance,Other Financial Services
Ashirwad Steels,526847,,INE338C01012,Industrials,Industrial Products,Iron & Steel Products
Ashish Polyplast,530429,,INE831C01016,Industrials,Industrial Products,Plastic Products - Industrial
Ashnisha Indus.,541702,,INE694W01024,Industrials,Commercial Services & Supplies,Trading & Distributors
Ashnoor Textile,507872,,INE372I01018,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Ashok Leyland,500477,ASHOKLEY,INE208A01029,Automobile,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
Ashoka Buildcon,533271,ASHOKA,INE442H01029,Construction & Infrastructure,Construction,Civil Construction
Ashoka Metcast,540923,ASHOKAMET,INE760Y01011,Metals & Mining,Metals & Minerals Trading,Trading - Metals
Ashoka Refinerie,526983,,INE760M01016,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Ashram Online,526187,,INE293C01019,Healthcare / Pharma,Healthcare Services,Healthcare Service Provider
Ashtasidhhi Ind,531341,,INE373D01017,Financial Services,Finance,Non Banking Financial Company (NBFC)
Ashwini Contain.,,ASHWINI,INE1A6Q01010,Industrials,Transport Services,Road Transport
Asi Industries,502015,,INE443A01030,Metals & Mining,Minerals & Mining,Industrial Minerals
Asia Capital,538777,,INE131Q01011,Financial Services,Finance,Non Banking Financial Company (NBFC)
Asia Pack,530899,,INE784M01016,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Asian Energy,530355,ASIANENE,INE276G01015,Energy (Oil & Gas),Oil,Oil Equipment & Services
Asian Granito,532888,ASIANTILES,INE022I01019,Consumer Durables & Retail,Consumer Durables,Ceramics
Asian Hotels (E),533227,AHLEAST,INE926K01017,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Asian Hotels (N),500023,ASIANHOTNR,INE363A01022,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Asian Paints,500820,ASIANPAINT,INE021A01026,Consumer Durables & Retail,Consumer Durables,Paints
Asian Petroprod.,524434,,INE810M01019,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Asian Star Co.,531847,,INE194D01017,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Asian Tea & Exp,519532,,INE822B01017,Industrials,Commercial Services & Supplies,Trading & Distributors
Asian Warehous.,543927,,INE04Z101016,Consumer Durables & Retail,Other Consumer Services,Food Storage Facilities
Asit C Mehta Fin,530723,,INE041B01014,Financial Services,Capital Markets,Stockbroking & Allied
ASK Automotive,544022,ASKAUTOLTD,INE491J01022,Automobile,Auto Components,Auto Components & Equipments
ASM Technologies,526433,,INE867C01010,Information Technology,IT - Software,Computers - Software & Consulting
Aspinwall & Co,,ASPINWALL,INE991I01015,Industrials,Transport Services,Logistics Solution Provider
Aspira Pathlab,540788,,INE500C01017,Healthcare / Pharma,Healthcare Services,Healthcare Service Provider
Aspire & Innovat,,ASPIRE,INE0S7801010,Consumer Durables & Retail,Consumer Durables,Household Appliances
Assam Entrade,542911,,INE165G01010,Financial Services,Finance,Non Banking Financial Company (NBFC)
Assoc.Alcohols,507526,ASALCBR,INE073G01016,FMCG (Consumer Staples),Beverages,Breweries & Distilleries
Associated Cera.,531168,,INE771E01010,Construction & Infrastructure,Other Construction Materials,Other Construction Materials
